title_display,primary_category,postings,median_salary,avg_applications,avg_views,opportunity_score,competition_level
Sales Engineer - Fiber And Digital Tv,Engineering,24,3250.0,0.20833333333333334,3.625,24.4,Low
Sales Engineer / Proposal Engineer / Tender/Rfp/Rfq – Sustainable Energy Solutions,Engineering,57,7000.0,0.2807017543859649,3.3859649122807016,38.1,Low
Sales Engineer – Sustainable Energy Solutions,Engineering,23,6000.0,0.17391304347826086,4.0,30.7,Low
Sales Executive,Admin / Secretarial,94,3000.0,1.127659574468085,20.659574468085108,31.4,Medium
Sales Executive,Advertising / Media,100,4750.0,1.04,17.65,34.6,Medium
Sales Executive,Architecture / Interior Design,58,3500.0,1.0344827586206897,19.06896551724138,29.1,Medium
Sales Executive,Banking and Finance,37,3000.0,1.5405405405405406,31.2972972972973,24.6,Medium
Sales Executive,Building and Construction,155,3500.0,1.070967741935484,18.98709677419355,35.3,Medium
Sales Executive,Consulting,54,3750.0,1.9444444444444444,30.796296296296298,27.6,Medium
Sales Executive,Customer Service,413,3400.0,1.3631961259079903,21.716707021791766,41.5,Medium
Sales Executive,Engineering,64,3250.0,1.1875,21.140625,28.1,Medium
Sales Executive,F&B,84,3750.0,1.7261904761904763,27.61904761904762,30.5,Medium
Sales Executive,General Management,89,2250.0,0.19101123595505617,8.348314606741573,31.4,Low
Sales Executive,Healthcare / Pharmaceutical,33,3500.0,2.3333333333333335,24.636363636363637,22.1,Medium
Sales Executive,Information Technology,72,3500.0,1.6111111111111112,24.13888888888889,29.0,Medium
Sales Executive,Logistics / Supply Chain,85,3250.0,1.611764705882353,28.988235294117647,29.8,Medium
Sales Executive,Manufacturing,64,3500.0,0.9375,19.890625,30.0,Low
Sales Executive,Marketing / Public Relations,101,3600.0,1.5445544554455446,23.84158415841584,31.7,Medium
Sales Executive,Others,51,3250.0,0.7843137254901961,14.07843137254902,29.1,Low
Sales Executive,Personal Care / Beauty,77,4000.0,0.8181818181818182,12.35064935064935,32.6,Low
Sales Executive,Professional Services,20,4000.0,0.95,23.05,22.9,Low
Sales Executive,Sales / Retail,1356,3300.0,1.2153392330383481,21.400442477876105,49.9,Medium
Sales Executive,Wholesale Trade,112,3500.0,2.107142857142857,34.17857142857143,31.1,Medium
Sales Executive #64844,Sales / Retail,70,3250.0,0.11428571428571428,6.9714285714285715,34.0,Low
Sales Executive #65613,Sales / Retail,58,3000.0,0.10344827586206896,4.448275862068965,32.3,Low
Sales Executive #65712,Sales / Retail,33,2500.0,0.030303030303030304,3.272727272727273,28.0,Low
Sales Executive #65924,Sales / Retail,34,2750.0,0.058823529411764705,3.9411764705882355,28.5,Low
"Sales Executive (3Pl, Freight Forwarding)",Logistics / Supply Chain,20,5500.0,0.25,12.25,27.2,Low
"Sales Executive (Automotive Parts) - Global Mnc, West",Engineering,34,3050.0,0.0,0.14705882352941177,27.3,Low
"Sales Executive (Automotive/Lubricant, Class 3, West)",Advertising / Media,71,4000.0,0.11267605633802817,3.619718309859155,33.3,Low
Sales Executive (Cctv),Sales / Retail,25,3750.0,0.12,3.12,26.0,Low
Sales Executive (Commission Based/Aws/5 Days) #65113,Sales / Retail,27,3000.0,0.0,4.074074074074074,27.8,Low
"Sales Executive (Design, East)",Architecture / Interior Design,23,3000.0,0.0,0.4782608695652174,26.0,Low
Sales Executive (Education) Central,Sales / Retail,21,3350.0,0.047619047619047616,1.0,24.4,Low
Sales Executive (General Trade / Modern Trade),Sales / Retail,69,3000.0,0.014492753623188406,1.1884057971014492,31.8,Low
"Sales Executive (Heavy Equipment) - East, Global Mnc",Engineering,32,3500.0,0.03125,2.875,27.5,Low
"Sales Executive (Industrial Equipment) - Global Mnc, West",Engineering,43,2900.0,0.0,0.6046511627906976,28.5,Low
Sales Executive (Industrial Hardware) #65247,Sales / Retail,26,3000.0,0.038461538461538464,1.3846153846153846,27.3,Low
Sales Executive (It / Electronic) No Experience Required,Sales / Retail,44,3150.0,0.20454545454545456,3.727272727272727,28.2,Low
Sales Executive (It Technology/ Software),Information Technology,29,3750.0,0.20689655172413793,3.4827586206896552,26.5,Low
Sales Executive (It),Sales / Retail,27,2850.0,0.18518518518518517,3.2962962962962963,24.5,Low
Sales Executive (Japanese Speaking) #64762,Sales / Retail,28,3000.0,0.03571428571428571,6.821428571428571,27.8,Low
Sales Executive (Laboratory Supplies) / Chemicals Mnc / West,Sales / Retail,36,3800.0,0.08333333333333333,0.3333333333333333,28.6,Low
Sales Executive (Logistics),Customer Service,26,3000.0,0.3076923076923077,3.1538461538461537,24.0,Low
"Sales Executive (Manufacturing Mnc, West)",Engineering,36,2900.0,0.05555555555555555,0.4722222222222222,27.1,Low
"Sales Executive - Environmental Mnc, West",Environment / Health,44,3400.0,0.06818181818181818,0.9772727272727273,29.3,Low
Sales Executive - Training Provided #52864,Sales / Retail,35,3000.0,0.2857142857142857,8.8,28.2,Low
Sales Executive - Unified Communications Solutions,Sales / Retail,46,4000.0,0.17391304347826086,2.260869565217391,30.2,Low
Sales Executive / Chemicals Mnc / West (Laboratory Supplies),Sales / Retail,30,3800.0,0.03333333333333333,0.23333333333333334,27.7,Low
Sales Executive / Fmcg (West),Marketing / Public Relations,44,3250.0,0.022727272727272728,0.8863636363636364,29.2,Low
Sales Executive / Fmcg Mnc,Marketing / Public Relations,21,3750.0,0.3333333333333333,21.476190476190474,23.9,Low
Sales Executive / No Experience Required / One Year Contract / West,Marketing / Public Relations,20,3500.0,0.0,0.7,26.0,Low
Sales Executive / West / Environmental Mnc,Environment / Health,34,3400.0,0.029411764705882353,2.676470588235294,27.8,Low
Sales Executive / West / Global Mnc (Industrial Equipment),Engineering,48,2900.0,0.08333333333333333,1.625,28.8,Low
Sales Executive / West / Manufacturing Mnc,Engineering,28,2900.0,0.07142857142857142,0.6785714285714286,25.4,Low
Sales Executive Air-Conditioning Company (Indoor Sales),Professional Services,158,2150.0,0.06329113924050633,3.7278481012658227,35.5,Low
Sales Executive With Cei (Maid Agency),Consulting,31,3000.0,0.16129032258064516,8.67741935483871,26.3,Low
Sales Executive/ Sales Officer #56925,Sales / Retail,35,3000.0,0.2,7.371428571428571,28.5,Low
Sales Interior Designer,Architecture / Interior Design,160,4250.0,1.01875,17.18125,39.2,Medium
Sales Interior Designer,Building and Construction,46,6250.0,0.2391304347826087,7.304347826086956,35.5,Low
Sales Interior Designer #65904,Design,35,4000.0,0.08571428571428572,3.914285714285714,30.9,Low
Sales Manager,Admin / Secretarial,82,4000.0,1.5609756097560976,18.365853658536587,31.3,Medium
Sales Manager,Advertising / Media,118,10500.0,0.5,8.601694915254237,47.4,Low
Sales Manager,Architecture / Interior Design,26,4000.0,1.4230769230769231,18.03846153846154,23.3,Medium
Sales Manager,Banking and Finance,47,5250.0,4.085106382978723,48.680851063829785,25.8,Medium
Sales Manager,Building and Construction,80,5500.0,2.525,24.0375,31.4,Medium
Sales Manager,Consulting,61,7750.0,3.19672131147541,32.295081967213115,33.4,Medium
Sales Manager,Customer Service,255,5000.0,1.411764705882353,18.68235294117647,40.7,Medium
Sales Manager,Engineering,108,6000.0,3.0277777777777777,26.50925925925926,33.9,Medium
Sales Manager,F&B,112,7500.0,0.6428571428571429,8.348214285714286,42.4,Low
Sales Manager,General Management,149,6000.0,2.0805369127516777,23.093959731543624,38.0,Medium
Sales Manager,General Work,124,7500.0,1.467741935483871,12.89516129032258,42.3,Medium
Sales Manager,Hospitality,59,4600.0,3.406779661016949,39.71186440677966,26.6,Medium
Sales Manager,Information Technology,60,6500.0,5.283333333333333,47.0,28.6,High
Sales Manager,Logistics / Supply Chain,43,5500.0,2.0,26.162790697674417,28.9,Medium
Sales Manager,Manufacturing,51,4800.0,1.0784313725490196,12.92156862745098,30.3,Medium
Sales Manager,Marketing / Public Relations,59,5400.0,2.610169491525424,22.796610169491526,29.6,Medium
Sales Manager,Others,48,4500.0,2.0,25.5625,28.0,Medium
Sales Manager,Personal Care / Beauty,61,4000.0,0.3442622950819672,9.80327868852459,32.2,Low
Sales Manager,Sales / Retail,1230,8000.0,1.4479674796747968,16.691056910569106,57.3,Medium
Sales Manager,Wholesale Trade,60,8000.0,3.7666666666666666,28.783333333333335,33.1,Medium
Sales Manager #65915,Sales / Retail,38,7500.0,0.42105263157894735,7.7105263157894735,36.6,Low
Sales Manager #65962,Sales / Retail,30,8000.0,0.3,7.566666666666666,36.4,Low
Sales Manager (Electron/Light Microscopy),Education and Training,28,4750.0,0.03571428571428571,1.9642857142857142,29.0,Low
Sales Manager (Export) #65757,Sales / Retail,49,7350.0,0.5918367346938775,8.020408163265307,37.4,Low
Sales Manager (F&B) #64869,Sales / Retail,41,4800.0,0.1951219512195122,7.365853658536586,33.0,Low
"Sales Manager (Govt Projects, It/Si Sector)",Information Technology,20,6500.0,0.1,0.7,29.7,Low
Sales Manager (Infra),Information Technology,27,5750.0,0.037037037037037035,0.8518518518518519,34.5,Low
"Sales Manager (Iso Tank/Flexitank, Dg Goods)",Logistics / Supply Chain,49,5000.0,0.10204081632653061,6.3061224489795915,32.8,Low
Sales Manager (It) / East / Global Mnc,Information Technology,22,5000.0,0.09090909090909091,1.2727272727272727,27.6,Low
"Sales Manager (It, Security Solutions) / Global Mnc / East",Information Technology,22,5000.0,0.045454545454545456,0.6363636363636364,27.8,Low
Sales Manager (Japanese Speaking),Customer Service,23,3700.0,0.21739130434782608,13.08695652173913,26.2,Low
Sales Manager (Logistics & Warehousing) #65959,Sales / Retail,35,5750.0,0.2571428571428571,5.714285714285714,33.4,Low
Sales Manager (Logistics/ Freight Forwarding) #65009,Sales / Retail,25,6500.0,0.28,4.0,32.5,Low
Sales Manager (Machining) / Manufacturing Mnc / West,Sales / Retail,23,7500.0,0.4782608695652174,3.9130434782608696,30.9,Low
Sales Manager (Proav Industry) - East,Information Technology,37,6500.0,0.13513513513513514,1.1081081081081081,33.6,Low
Sales Manager (Semiconductor),Sales / Retail,27,5500.0,0.037037037037037035,1.2222222222222223,30.1,Low
Sales Manager (Upstream Oil & Gas Projects),Engineering,35,8000.0,1.9142857142857144,14.17142857142857,31.0,Medium
Sales Manager (Wine),Sales / Retail,28,3500.0,0.0,2.142857142857143,26.8,Low
Sales Manager Graduate Program (Industrial Equipment),Building and Construction,30,4500.0,0.1,1.8333333333333333,28.6,Low
Sales Merchandiser,Purchasing / Merchandising,25,2400.0,4.04,60.0,16.8,Medium
Sales Merchandiser,Sales / Retail,48,2325.0,1.3333333333333333,18.25,25.7,Medium
Sales Operations Manager,Sales / Retail,20,5500.0,0.9,12.2,25.0,Low
Sales Operations Manager #65940,Sales / Retail,20,4750.0,0.35,4.55,27.5,Low
Sales Project Assistant Manager (B2B Sales) Fmcg,Building and Construction,84,4250.0,0.0,0.36904761904761907,35.5,Low
Sales Promoter,Sales / Retail,95,1900.0,0.17894736842105263,7.652631578947369,32.2,Low
Sales Promoter (Multiple Locations) - 2323,Sales / Retail,23,1900.0,0.0,0.5652173913043478,22.6,Low
Sales Representative,Customer Service,70,3500.0,1.2714285714285714,21.485714285714284,30.6,Medium
Sales Representative,Sales / Retail,129,3300.0,1.5426356589147288,25.186046511627907,33.8,Medium
Sales Representative #65237,Sales / Retail,28,2300.0,0.03571428571428571,1.9285714285714286,26.5,Low
"Sales Representative (Education Industry, Near Mrt) #65847",Sales / Retail,31,3250.0,0.03225806451612903,2.0,29.0,Low
Sales Representative (Medical Device),Healthcare / Pharmaceutical,41,3250.0,0.24390243902439024,6.2439024390243905,27.7,Low
Sales Representative 路演销售代表,Marketing / Public Relations,32,4000.0,0.0625,2.0,31.5,Low
Sales Specialist,Sales / Retail,25,3500.0,1.84,27.16,21.2,Medium
Sales Specialist (Security Systems) #65902,Sales / Retail,39,2750.0,0.02564102564102564,3.230769230769231,29.6,Low
Sales Supervisor,Admin / Secretarial,265,4000.0,0.07169811320754717,3.3056603773584907,44.5,Low
Sales Supervisor,Customer Service,95,4100.0,0.1368421052631579,2.5473684210526315,36.8,Low
Sales Supervisor,F&B,60,4075.0,0.15,6.083333333333333,34.5,Low
Sales Supervisor,General Work,302,4000.0,0.06291390728476821,2.1490066225165565,46.5,Low
Sales Supervisor,Manufacturing,26,4075.0,0.038461538461538464,5.730769230769231,29.4,Low
Sales Supervisor,Others,55,4000.0,0.16363636363636364,4.5636363636363635,33.6,Low
Sales Supervisor,Personal Care / Beauty,39,4150.0,0.07692307692307693,2.4615384615384617,31.9,Low
Sales Supervisor,Sales / Retail,992,4000.0,0.06451612903225806,3.594758064516129,53.5,Low
Sales Supervisor / Manager,Consulting,32,8400.0,0.15625,2.3125,36.1,Low
Sales Support,Admin / Secretarial,61,2500.0,1.098360655737705,23.721311475409838,26.9,Medium
Sales Support (Korean Speaking) #64706,Sales / Retail,73,2750.0,0.0410958904109589,5.986301369863014,33.7,Low
Sales Support Admin #65622,Admin / Secretarial,47,2750.0,0.1702127659574468,5.914893617021277,30.2,Low
Sales Support Admin (General Insurance),Admin / Secretarial,33,2400.0,0.2727272727272727,8.303030303030303,24.6,Low
Sales Support Admin / Central / 1 Year Contract (Convertible) / Manufacturing,Admin / Secretarial,32,2750.0,0.375,3.03125,24.6,Low
Sales Support Coordinator,Admin / Secretarial,40,2750.0,1.65,33.625,23.2,Medium
Sales Support Coordinator,Sales / Retail,20,2425.0,1.35,26.5,18.4,Medium
Sales Support Coordinator #66073,Sales / Retail,20,2600.0,0.0,3.45,25.1,Low
Sales Support Engineer,Engineering,29,3500.0,0.8620689655172413,12.586206896551724,24.6,Low
Sales Support Executive,Admin / Secretarial,135,3000.0,1.5777777777777777,24.185185185185187,31.8,Medium
Sales Support Executive,Customer Service,53,3200.0,2.8679245283018866,40.20754716981132,24.0,Medium
Sales Support Executive,Sales / Retail,23,3000.0,1.0869565217391304,23.47826086956522,21.0,Medium
Sales Support Executive (Metals/ Cnc/ Precision),Customer Service,36,3000.0,0.7222222222222222,15.944444444444445,26.0,Low
Sales Support Executive (Uhnw Insurance Broker),Banking and Finance,23,3600.0,0.17391304347826086,5.782608695652174,26.2,Low
"Sales Support Officer (East, Freight Forwarding)",Admin / Secretarial,133,2750.0,0.24060150375939848,5.819548872180451,34.6,Low
Salesforce Architect,Information Technology,28,11250.0,0.32142857142857145,8.857142857142858,41.4,Low
Salesforce Developer,Information Technology,71,7800.0,0.22535211267605634,8.28169014084507,41.9,Low
Salon Manager,Consulting,37,3750.0,0.21621621621621623,13.81081081081081,30.2,Low
Salon Manager,Personal Care / Beauty,30,7500.0,0.1,7.133333333333334,36.2,Low
Salon Supervisor,Customer Service,47,4250.0,0.0425531914893617,10.72340425531915,35.9,Low
Sap Abap Consultant,Information Technology,27,7600.0,1.7407407407407407,51.48148148148148,30.8,Medium
Sap Abap Developer,Information Technology,22,7500.0,1.6818181818181819,41.40909090909091,28.8,Medium
Sap Basis Consultant,Information Technology,36,6050.0,0.8611111111111112,32.5,31.6,Low
Sap Consultant,Information Technology,114,7000.0,1.0614035087719298,20.087719298245613,41.1,Medium
Sap Fico Consultant,Consulting,33,9000.0,2.515151515151515,35.21212121212121,33.2,Medium
Sap Fico Consultant,Information Technology,53,8750.0,2.0,30.358490566037737,36.5,Medium
Sap Project Manager,Information Technology,29,10750.0,5.896551724137931,43.724137931034484,31.5,High
Sap Sd Consultant,Information Technology,23,8750.0,1.3043478260869565,21.17391304347826,32.3,Medium
Sap Test Manager,Information Technology,26,8200.0,0.46153846153846156,5.846153846153846,33.9,Low
Sas Developer,Information Technology,34,8750.0,0.029411764705882353,3.5294117647058822,39.0,Low
"Scaffold Coordinator (Salary Up To $5,000) #65017",Building and Construction,43,4000.0,0.32558139534883723,7.069767441860465,31.2,Low
"Scaffold Project Manager (Gross Salary Up To $5,000 With Commission) #65916",General Management,20,7500.0,0.2,4.1,33.2,Low
Scaffolding Supervisor,Building and Construction,20,3650.0,0.15,12.85,25.0,Low
School Affairs Executive,Customer Service,53,2900.0,0.6226415094339622,22.0188679245283,28.5,Low
Science Teacher,Education and Training,23,4750.0,1.6521739130434783,21.695652173913043,25.0,Medium
Scrub Nurse,Healthcare / Pharmaceutical,23,3900.0,0.43478260869565216,16.08695652173913,25.8,Low
Scrum Master,Information Technology,122,8125.0,5.909836065573771,45.14754098360656,36.8,High
Sea Freight Coordinator / East / Export / 3 Months Contract / Global Mnc,Logistics / Supply Chain,69,2350.0,0.0,1.565217391304348,30.7,Low
Seafreight Executive (Mnc / East),Customer Service,24,3300.0,0.6666666666666666,8.041666666666666,22.7,Low
Secretary,Admin / Secretarial,195,3500.0,5.682051282051282,47.47179487179487,30.3,High
"Secretary (Jlpt N2 To N1, East)",Admin / Secretarial,25,5500.0,0.08,0.72,29.4,Low
"Secretary (Manufacturing, West)",Admin / Secretarial,34,3000.0,0.8823529411764706,16.529411764705884,25.2,Low
Secretary / Executive Assistant (Manufacturing Mnc),Admin / Secretarial,21,4400.0,0.047619047619047616,1.380952380952381,26.4,Low
Secretary / Executive Assistant To Director,Accounting / Auditing / Taxation,426,3250.0,0.38497652582159625,6.227699530516432,42.8,Low
Secretary To Ceo (Shipping Mnc) / 1 Year Contract,Admin / Secretarial,33,4750.0,0.06060606060606061,0.5151515151515151,29.9,Low
Security Analyst,Information Technology,29,5500.0,2.586206896551724,26.620689655172413,25.2,Medium
Security Analyst (L2),Information Technology,21,6000.0,0.5714285714285714,10.619047619047619,29.8,Low
Security And Safety Officer (Warehouse/ Distribution Centre),Logistics / Supply Chain,20,2700.0,0.25,4.0,22.0,Low
Security Architect,Information Technology,28,10500.0,0.25,3.5357142857142856,39.6,Low
Security Concierge (Chinatown Mrt) - 2323,Security and Investigation,21,2150.0,0.0,0.7619047619047619,22.5,Low
Security Cum Facility Assistant (Fmcg Distribution Centre),Logistics / Supply Chain,28,2400.0,0.0,1.3214285714285714,24.8,Low
Security Engineer,Information Technology,76,7000.0,1.355263157894737,17.88157894736842,36.9,Medium
"Security Engineer (It Solutions, Up To $4,200)",Information Technology,66,3850.0,0.18181818181818182,3.742424242424242,32.3,Low
"Security Engineer (Shift, Class 3, West)",Customer Service,129,2500.0,0.10077519379844961,6.062015503875969,34.6,Low
Security Executive,Security and Investigation,23,2850.0,2.869565217391304,35.130434782608695,17.8,Medium
Security Guard (Night Shift/3 Hours Daily/Tuas) #66122,Security and Investigation,24,1500.0,0.625,11.333333333333334,21.6,Low
Security Officer,Building and Construction,28,2750.0,2.0714285714285716,40.392857142857146,21.8,Medium
Security Officer,Customer Service,70,2100.0,0.6428571428571429,19.985714285714284,31.2,Low
Security Officer,Hospitality,64,2100.0,1.5625,40.390625,25.8,Medium
Security Officer,Security and Investigation,254,2450.0,1.5905511811023623,40.38582677165354,37.8,Medium
Security Officer At Marina Bay Office (Day/Night),Security and Investigation,40,2600.0,0.2,13.3,33.2,Low
Security Officers In Office (Marina Bay/Shenton Way/Downtown Mrt),Security and Investigation,69,2575.0,0.043478260869565216,0.9565217391304348,35.4,Low
Security Operation Engineer,Information Technology,33,5250.0,1.8484848484848484,18.636363636363637,27.3,Medium
Security Solutions Engineer,Information Technology,28,6000.0,0.75,14.142857142857142,31.2,Low
Security Supervisor,Hospitality,23,2450.0,1.1304347826086956,13.956521739130435,19.7,Medium
Security Supervisor,Security and Investigation,35,3125.0,5.9714285714285715,65.54285714285714,20.5,High
Senior .Net Developer,Information Technology,29,8750.0,1.5172413793103448,24.310344827586206,34.4,Medium
Senior / Deltav System Programmer - Lsmg,Engineering,24,10250.0,0.125,1.5833333333333333,40.9,Low
Senior / Enrolled Nurse,Healthcare / Pharmaceutical,29,2550.0,1.103448275862069,16.275862068965516,26.3,Medium
Senior / Hr Executive,Human Resources,30,4000.0,3.2,29.233333333333334,20.6,Medium
"Senior / Mes Engineer, Siemens Mes (Camstar / Opcenter / Simatic It) - Lsmg",Engineering,27,7750.0,0.3333333333333333,8.148148148148149,36.1,Low
Senior / Pharmacist,Healthcare / Pharmaceutical,20,4975.0,0.2,8.7,29.6,Low
Senior / Phlebotomist / Office Hours / Attractive Salary Package,Customer Service,21,2900.0,0.09523809523809523,6.285714285714286,23.4,Low
Senior / Radiographer,Healthcare / Pharmaceutical,35,6000.0,0.14285714285714285,16.34285714285714,36.2,Low
Senior / Software Engineer (Mncs) Good Pay + Good Bonus,Engineering,69,7500.0,0.9855072463768116,25.89855072463768,37.9,Low
Senior / Software Engineer / . Net / C# /Mncs,Engineering,48,7500.0,1.0833333333333333,19.979166666666668,35.3,Medium
Senior / Sonographer,Healthcare / Pharmaceutical,20,3900.0,0.05,6.85,26.8,Low
Senior / Staff Nurse,Healthcare / Pharmaceutical,52,3750.0,1.0769230769230769,19.576923076923077,31.1,Medium
Senior Account Executive,Accounting / Auditing / Taxation,213,3600.0,2.9107981220657275,51.33802816901409,34.1,Medium
Senior Account Executive,Advertising / Media,28,3900.0,2.4285714285714284,37.535714285714285,22.0,Medium
Senior Account Manager,Advertising / Media,30,6000.0,5.0,48.46666666666667,23.2,Medium
Senior Accountant,Accounting / Auditing / Taxation,324,5250.0,7.87962962962963,86.5679012345679,35.1,High
Senior Accountant (Costing) / Manufacturing Mnc / Central,Accounting / Auditing / Taxation,27,5500.0,0.2222222222222222,2.2222222222222223,29.2,Low
Senior Accounting Officer,Accounting / Auditing / Taxation,26,4000.0,6.8076923076923075,49.19230769230769,17.2,High
Senior Accounts Assistant,Accounting / Auditing / Taxation,36,3050.0,2.4166666666666665,58.361111111111114,21.5,Medium
Senior Accounts Associate,Accounting / Auditing / Taxation,22,3700.0,2.5,40.54545454545455,19.7,Medium
Senior Accounts Executive,Accounting / Auditing / Taxation,483,3750.0,3.229813664596273,49.19461697722567,39.1,Medium
Senior Accounts Executive #65186,Accounting / Auditing / Taxation,26,3250.0,0.19230769230769232,5.423076923076923,27.1,Low
Senior Accounts Executive (Full Sets),Accounting / Auditing / Taxation,54,3750.0,0.14814814814814814,4.814814814814815,30.9,Low
Senior Admin Executive,Admin / Secretarial,28,3450.0,14.357142857142858,140.25,12.7,High
Senior Administrative Executive,Admin / Secretarial,26,3100.0,3.5384615384615383,47.30769230769231,18.4,Medium
Senior Advanced Software Engineer,Design,24,5500.0,0.041666666666666664,1.8333333333333333,30.0,Low
Senior Aircon Technician,Building and Construction,31,2400.0,0.06451612903225806,1.6451612903225807,25.2,Low
Senior And Junior Dance Instructor,Education and Training,36,2300.0,0.027777777777777776,5.111111111111111,29.2,Low
Senior Application Developer,Information Technology,30,8625.0,0.43333333333333335,14.733333333333333,36.8,Low
Senior Application Engineer,Engineering,31,5700.0,0.8709677419354839,14.0,28.3,Low
Senior Application Engineer,Information Technology,22,4500.0,1.4545454545454546,25.727272727272727,24.0,Medium
Senior Architect,Architecture / Interior Design,64,6500.0,0.71875,21.234375,36.1,Low
Senior Architect,Building and Construction,23,6250.0,0.7391304347826086,14.652173913043478,28.8,Low
Senior Architect (Up To S$7500),Architecture / Interior Design,92,7000.0,0.021739130434782608,1.3804347826086956,41.1,Low
Senior Architect (Up To S$8000),Architecture / Interior Design,55,7400.0,0.10909090909090909,3.2,38.0,Low
Senior Architect - Mrt Project (S$7000-8500 Negotiable),Architecture / Interior Design,35,7750.0,0.02857142857142857,1.9428571428571428,36.1,Low
Senior Architect Associate (Up To S$8000),Architecture / Interior Design,24,7400.0,0.0,3.25,33.1,Low
Senior Architectural Associate,Architecture / Interior Design,24,7500.0,0.16666666666666666,10.583333333333334,33.7,Low
Senior Architectural Coordinator,Architecture / Interior Design,25,5000.0,0.36,11.76,28.9,Low
Senior Architectural Coordinator,Building and Construction,63,6000.0,1.6507936507936507,22.873015873015873,35.4,Medium
Senior Architectural Designer,Architecture / Interior Design,63,7000.0,1.4444444444444444,34.65079365079365,35.2,Medium
Senior Architectural Executive,Architecture / Interior Design,20,5250.0,0.45,18.9,27.7,Low
Senior Area Manager,F&B,41,4500.0,0.7804878048780488,9.682926829268293,28.1,Low
Senior Assistant Engineer,Engineering,31,3600.0,1.6451612903225807,14.741935483870968,27.3,Medium
Senior Associate,Legal,31,13200.0,0.7096774193548387,23.096774193548388,44.5,Low
Senior Audit Associate,Accounting / Auditing / Taxation,120,3750.0,0.225,10.05,39.0,Low
Senior Automation Engineer - Lsmg,Engineering,28,8500.0,0.32142857142857145,11.071428571428571,37.8,Low
Senior Backend Developer,Information Technology,21,9500.0,0.9523809523809523,16.142857142857142,34.7,Low
Senior Beauty Consultant,Customer Service,45,7000.0,0.1111111111111111,3.8,36.1,Low
Senior Beauty Consultant ( Retail ),Personal Care / Beauty,54,8000.0,0.1111111111111111,7.166666666666667,42.7,Low
Senior Brand Marketing Executive #65584,Marketing / Public Relations,39,4150.0,0.358974358974359,4.615384615384615,30.7,Low
Senior Business Analyst,Banking and Finance,50,9000.0,6.96,63.06,30.7,High
Senior Business Analyst,Information Technology,184,9000.0,5.423913043478261,44.42391304347826,42.4,High
Senior Business Development Manager,Sales / Retail,23,10000.0,11.565217391304348,68.43478260869566,24.4,High
Senior Buyer (It/Electronics/Home Appliances),Purchasing / Merchandising,26,7000.0,3.1538461538461537,24.346153846153847,25.3,Medium
Senior Buyer (Oil & Gas Manufacturing Mnc),Logistics / Supply Chain,24,5650.0,2.5,17.333333333333332,23.2,Medium
Senior Buyer / Oil & Gas Mnc / South,Logistics / Supply Chain,100,5250.0,0.21,1.57,37.5,Low
Senior Captain,F&B,20,3350.0,0.25,8.25,26.2,Low
Senior Ceramics Studio Technician,Design,47,6250.0,0.3191489361702128,16.5531914893617,38.4,Low
Senior Charterer (Oil & Gas Mnc),Logistics / Supply Chain,80,10000.0,0.6875,10.0625,43.1,Low
Senior Chef,F&B,64,4050.0,0.59375,11.75,32.8,Low
Senior Civil & Structural Engineer,Building and Construction,28,6250.0,1.1428571428571428,33.964285714285715,28.8,Medium
Senior Civil Engineer,Building and Construction,28,6375.0,0.75,32.892857142857146,30.6,Low
Senior Cloud Engineer,Information Technology,27,7250.0,0.6296296296296297,17.48148148148148,32.4,Low
Senior Concierge (Shift Hours)/ East,Customer Service,21,2400.0,0.6666666666666666,20.19047619047619,20.2,Low
Senior Construction Supervisor,Building and Construction,28,4250.0,1.2142857142857142,24.821428571428573,25.0,Medium
Senior Consultant,Consulting,107,6500.0,2.0093457943925235,22.33644859813084,37.4,Medium
Senior Consultant,Healthcare / Pharmaceutical,25,22500.0,1.0,32.28,61.2,Low
Senior Consultant,Human Resources,23,6500.0,1.434782608695652,18.52173913043478,27.8,Medium
Senior Consultant,Information Technology,70,9375.0,0.9285714285714286,18.857142857142858,42.5,Low
"Senior Consultant, Infrastructure",Information Technology,27,7000.0,0.18518518518518517,7.851851851851852,33.5,Low
Senior Cook,Customer Service,29,4850.0,0.034482758620689655,5.827586206896552,31.0,Low
Senior Cook,F&B,950,4000.0,0.024210526315789474,3.4926315789473685,54.2,Low
Senior Cooking Studio Instructor,Customer Service,36,6850.0,0.8333333333333334,16.333333333333332,36.0,Low
Senior Copywriter,Advertising / Media,35,7000.0,3.7142857142857144,38.08571428571429,27.0,Medium
Senior Cost Accountant / Global Mnc / Central,Accounting / Auditing / Taxation,31,6850.0,1.064516129032258,12.451612903225806,29.9,Medium
Senior Customer Service Officer,Customer Service,54,6750.0,11.444444444444445,102.88888888888889,27.9,High
Senior Customer Success Manager (Hybrid Work),Building and Construction,26,6750.0,3.769230769230769,31.115384615384617,24.1,Medium
Senior Cyber Security Engineer,Information Technology,24,7500.0,1.7083333333333333,34.125,30.5,Medium
Senior Data Analyst,Information Technology,46,8125.0,8.08695652173913,94.19565217391305,27.8,High
Senior Data Engineer,Information Technology,113,9500.0,2.8849557522123894,37.38053097345133,41.9,Medium
Senior Data Scientist,Information Technology,26,10125.0,12.5,102.96153846153847,26.3,High
Senior Database Administrator,Information Technology,27,8750.0,0.5925925925925926,11.74074074074074,35.2,Low
